id,name,description,artifact
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByIllegalStateExceptionHasMessageNotContainingRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByIllegalStateExceptionHasMessageNotContaining`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByIllegalStateExceptionHasMessageNotContaining {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByIllegalStateException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatIllegalStateException().isThrownBy(throwingCallable).withMessageNotContaining(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(IllegalStateException.class).hasMessageNotContaining(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByIllegalStateExceptionHasMessageRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByIllegalStateExceptionHasMessage`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByIllegalStateExceptionHasMessage {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByIllegalStateException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatIllegalStateException().isThrownBy(throwingCallable).withMessage(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(IllegalStateException.class).hasMessage(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByIllegalStateExceptionHasMessageStartingWithRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByIllegalStateExceptionHasMessageStartingWith`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByIllegalStateExceptionHasMessageStartingWith {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByIllegalStateException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatIllegalStateException().isThrownBy(throwingCallable).withMessageStartingWith(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(IllegalStateException.class).hasMessageStartingWith(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByIllegalStateExceptionRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByIllegalStateException`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByIllegalStateException {          @BeforeTemplate     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable) {         return assertThatIllegalStateException().isThrownBy(throwingCallable);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable) {         return assertThatThrownBy(throwingCallable).isInstanceOf(IllegalStateException.class);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByIllegalStateExceptionRootCauseHasMessageRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByIllegalStateExceptionRootCauseHasMessage`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByIllegalStateExceptionRootCauseHasMessage {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByIllegalStateException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatIllegalStateException().isThrownBy(throwingCallable).havingRootCause().withMessage(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(IllegalStateException.class).rootCause().hasMessage(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByIsInstanceOfRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByIsInstanceOf`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByIsInstanceOf<T extends Throwable> {          @BeforeTemplate     void before(ThrowingCallable throwingCallable Class<T> exceptionType) {         Refaster.anyOf(assertThatThrownBy(throwingCallable).asInstanceOf(throwable(exceptionType)) assertThatThrownBy(throwingCallable).asInstanceOf(type(exceptionType)));     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     void after(ThrowingCallable throwingCallable Class<T> exceptionType) {         assertThatThrownBy(throwingCallable).isInstanceOf(exceptionType);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByNullPointerExceptionHasMessageContainingRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByNullPointerExceptionHasMessageContaining`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByNullPointerExceptionHasMessageContaining {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByNullPointerException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatNullPointerException().isThrownBy(throwingCallable).withMessageContaining(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(NullPointerException.class).hasMessageContaining(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByNullPointerExceptionHasMessageNotContainingRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByNullPointerExceptionHasMessageNotContaining`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByNullPointerExceptionHasMessageNotContaining {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByNullPointerException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatNullPointerException().isThrownBy(throwingCallable).withMessageNotContaining(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(NullPointerException.class).hasMessageNotContaining(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByNullPointerExceptionHasMessageRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByNullPointerExceptionHasMessage`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByNullPointerExceptionHasMessage {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByNullPointerException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatNullPointerException().isThrownBy(throwingCallable).withMessage(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(NullPointerException.class).hasMessage(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByNullPointerExceptionHasMessageStartingWithRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByNullPointerExceptionHasMessageStartingWith`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByNullPointerExceptionHasMessageStartingWith {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByNullPointerException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatNullPointerException().isThrownBy(throwingCallable).withMessageStartingWith(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(NullPointerException.class).hasMessageStartingWith(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByNullPointerExceptionRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByNullPointerException`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByNullPointerException {          @BeforeTemplate     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable) {         return assertThatNullPointerException().isThrownBy(throwingCallable);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable) {         return assertThatThrownBy(throwingCallable).isInstanceOf(NullPointerException.class);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByNullPointerExceptionRootCauseHasMessageRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByNullPointerExceptionRootCauseHasMessage`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByNullPointerExceptionRootCauseHasMessage {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByNullPointerException")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable String message) {         return assertThatNullPointerException().isThrownBy(throwingCallable).havingRootCause().withMessage(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(NullPointerException.class).rootCause().hasMessage(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssertJThrowingCallableRulesRecipes$AssertThatThrownByRootCauseHasMessageRecipe,Refaster template `AssertJThrowingCallableRules.AssertThatThrownByRootCauseHasMessage`,Recipe created for the following Refaster template: ```java static final class AssertThatThrownByRootCauseHasMessage {          @BeforeTemplate     @SuppressWarnings(value = "AssertThatThrownByAsInstanceOfThrowable")     AbstractObjectAssert<? ?> before(ThrowingCallable throwingCallable Class<? extends Throwable> exceptionType String message) {         return assertThatExceptionOfType(exceptionType).isThrownBy(throwingCallable).havingRootCause().withMessage(message);     }          @AfterTemplate     @UseImportPolicy(value = STATIC_IMPORT_ALWAYS)     AbstractObjectAssert<? ?> after(ThrowingCallable throwingCallable Class<? extends Throwable> exceptionType String message) {         return assertThatThrownBy(throwingCallable).isInstanceOf(exceptionType).rootCause().hasMessage(message);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes,`AssortedRules` Refaster recipes,Assorted Refaster rules that do not (yet) belong in one of the other classes with more topical Refaster rules. [Source](https://error-prone.picnic.tech/refasterrules/AssortedRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes$CheckIndexRecipe,Refaster template `AssortedRules.CheckIndex`,Prefer `Objects#checkIndex(int int)` over the Guava alternative.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes$DisjointCollectionsRecipe,Refaster template `AssortedRules.DisjointCollections`,Don't unnecessarily copy collections before passing them to `Collections#disjoint(Collection Collection)`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes$DisjointSetsRecipe,Refaster template `AssortedRules.DisjointSets`,Prefer `Collections#disjoint(Collection Collection)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes$IterableIsEmptyRecipe,Refaster template `AssortedRules.IterableIsEmpty`,Prefer `Iterables#isEmpty(Iterable)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes$IteratorGetNextOrDefaultRecipe,Refaster template `AssortedRules.IteratorGetNextOrDefault`,Prefer `Iterators#getNext(Iterator Object)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes$LogicalImplicationRecipe,Refaster template `AssortedRules.LogicalImplication`,Don't unnecessarily repeat boolean expressions.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes$SplitToStreamRecipe,Refaster template `AssortedRules.SplitToStream`,Prefer `Splitter#splitToStream(CharSequence)` over less efficient alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.AssortedRulesRecipes$UnboundedSingleElementStreamRecipe,Refaster template `AssortedRules.UnboundedSingleElementStream`,Prefer `Stream#generate(java.util.function.Supplier)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BigDecimalRulesRecipes,`BigDecimalRules` Refaster recipes,Refaster rules related to expressions dealing with `BigDecimal`s. [Source](https://error-prone.picnic.tech/refasterrules/BigDecimalRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BigDecimalRulesRecipes$BigDecimalOneRecipe,Refaster template `BigDecimalRules.BigDecimalOne`,Prefer using the constant `BigDecimal#ONE` when possible.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BigDecimalRulesRecipes$BigDecimalSignumIsNegativeRecipe,Refaster template `BigDecimalRules.BigDecimalSignumIsNegative`,Prefer a `BigDecimal#signum()` comparison to -1 over more contrived or less clear alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BigDecimalRulesRecipes$BigDecimalSignumIsPositiveRecipe,Refaster template `BigDecimalRules.BigDecimalSignumIsPositive`,Prefer a `BigDecimal#signum()` comparison to 1 over more contrived or less clear alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BigDecimalRulesRecipes$BigDecimalSignumIsZeroRecipe,Refaster template `BigDecimalRules.BigDecimalSignumIsZero`,Prefer using `BigDecimal#signum()` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BigDecimalRulesRecipes$BigDecimalTenRecipe,Refaster template `BigDecimalRules.BigDecimalTen`,Prefer using the constant `BigDecimal#TEN` when possible.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BigDecimalRulesRecipes$BigDecimalValueOfRecipe,Refaster template `BigDecimalRules.BigDecimalValueOf`,Prefer `BigDecimal#valueOf(double)` over the associated constructor.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BigDecimalRulesRecipes$BigDecimalZeroRecipe,Refaster template `BigDecimalRules.BigDecimalZero`,Prefer using the constant `BigDecimal#ZERO` when possible.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BugCheckerRulesRecipes,`BugCheckerRules` Refaster recipes,Refaster rules related to `com.google.errorprone.bugpatterns.BugChecker` classes. [Source](https://error-prone.picnic.tech/refasterrules/BugCheckerRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BugCheckerRulesRecipes$BugCheckerRefactoringTestHelperAddInputLinesExpectUnchangedRecipe,Refaster template `BugCheckerRules.BugCheckerRefactoringTestHelperAddInputLinesExpectUnchanged`,Prefer `BugCheckerRefactoringTestHelper.ExpectOutput#expectUnchanged()` over repeating the input.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BugCheckerRulesRecipes$BugCheckerRefactoringTestHelperIdentityRecipe,Refaster template `BugCheckerRules.BugCheckerRefactoringTestHelperIdentity`,Avoid calling `BugCheckerRefactoringTestHelper#setFixChooser(FixChooser)` or `BugCheckerRefactoringTestHelper#setImportOrder(String)` with their respective default values.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.BugCheckerRulesRecipes$NameContentEqualsRecipe,Refaster template `BugCheckerRules.NameContentEquals`,Prefer `Name#contentEquals(CharSequence)` over more verbose alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CharSequenceRulesRecipes,`CharSequenceRules` Refaster recipes,Refaster rules related to expressions dealing with `CharSequence`s. [Source](https://error-prone.picnic.tech/refasterrules/CharSequenceRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CharSequenceRulesRecipes$CharSequenceIsEmptyRecipe,Refaster template `CharSequenceRules.CharSequenceIsEmpty`,Prefer `CharSequence#isEmpty()` over alternatives that consult the char sequence's length.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ClassRulesRecipes,`ClassRules` Refaster recipes,Refaster rules related to expressions dealing with classes. [Source](https://error-prone.picnic.tech/refasterrules/ClassRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ClassRulesRecipes$ClassIsInstanceRecipe,Refaster template `ClassRules.ClassIsInstance`,Prefer `Class#isInstance(Object)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ClassRulesRecipes$ClassReferenceCastRecipe,Refaster template `ClassRules.ClassReferenceCast`,Prefer `Class#cast(Object)` method references over lambda expressions that require naming a variable.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ClassRulesRecipes$ClassReferenceIsInstancePredicateRecipe,Refaster template `ClassRules.ClassReferenceIsInstancePredicate`,Prefer `Class#isInstance(Object)` method references over lambda expressions that require naming a variable.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes,`CollectionRules` Refaster recipes,Refaster rules related to expressions dealing with (arbitrary) collections. [Source](https://error-prone.picnic.tech/refasterrules/CollectionRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$CollectionAddAllToCollectionExpressionRecipe,Refaster template `CollectionRules.CollectionAddAllToCollectionExpression`,Don't call `Iterables#addAll(Collection Iterable)` when the elements to be added are already part of a `Collection`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$CollectionContainsRecipe,Refaster template `CollectionRules.CollectionContains`,Prefer `Collection#contains(Object)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$CollectionForEachRecipe,Refaster template `CollectionRules.CollectionForEach`,Prefer `Collection#forEach(Consumer)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$CollectionIsEmptyRecipe,Refaster template `CollectionRules.CollectionIsEmpty`,Prefer `Collection#isEmpty()` over alternatives that consult the collection's size or are otherwise more contrived.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$CollectionIteratorRecipe,Refaster template `CollectionRules.CollectionIterator`,Prefer `Collection#iterator()` over more contrived or less efficient alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$CollectionRemoveAllFromCollectionExpressionRecipe,Refaster template `CollectionRules.CollectionRemoveAllFromCollectionExpression`,Don't call `Iterables#removeAll(Iterable Collection)` when the elements to be removed are already part of a `Collection`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$CollectionSizeRecipe,Refaster template `CollectionRules.CollectionSize`,Prefer `Collection#size()` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$CollectionToArrayRecipe,Refaster template `CollectionRules.CollectionToArray`,Prefer calling `Collection#toArray()` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$ImmutableCollectionAsListRecipe,Refaster template `CollectionRules.ImmutableCollectionAsList`,Prefer `ImmutableCollection#asList()` over the more verbose alternative.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$ImmutableCollectionContainsRecipe,Refaster template `CollectionRules.ImmutableCollectionContains`,Don't call `ImmutableCollection#asList()` if `Collection#contains(Object)` is called on the result; call it directly.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$ImmutableCollectionParallelStreamRecipe,Refaster template `CollectionRules.ImmutableCollectionParallelStream`,Don't call `ImmutableCollection#asList()` if `ImmutableCollection#parallelStream()` is called on the result; call it directly.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$ImmutableCollectionStreamRecipe,Refaster template `CollectionRules.ImmutableCollectionStream`,Don't call `ImmutableCollection#asList()` if the result is going to be streamed; stream directly.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$ImmutableCollectionToArrayWithArrayRecipe,Refaster template `CollectionRules.ImmutableCollectionToArrayWithArray`,Don't call `ImmutableCollection#asList()` if `ImmutableCollection#toArray(Object[])`` is called on the result; call it directly.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$ImmutableCollectionToArrayWithGeneratorRecipe,Refaster template `CollectionRules.ImmutableCollectionToArrayWithGenerator`,Don't call `ImmutableCollection#asList()` if `ImmutableCollection#toArray(IntFunction)`} is called on the result; call it directly.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$ImmutableCollectionToStringRecipe,Refaster template `CollectionRules.ImmutableCollectionToString`,Don't call `ImmutableCollection#asList()` if `ImmutableCollection#toString()` is called on the result; call it directly.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$NewArrayListFromCollectionRecipe,Refaster template `CollectionRules.NewArrayListFromCollection`,Prefer `ArrayList#ArrayList(Collection)` over the Guava alternative.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$OptionalFirstCollectionElementRecipe,Refaster template `CollectionRules.OptionalFirstCollectionElement`,Don't use the ternary operator to extract the first element of a possibly-empty `Collection` as an `Optional` and (when applicable) prefer `Stream#findFirst()` over `Stream#findAny()` to communicate that the collection's first element (if any according to iteration order) will be returned.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$RemoveOptionalFirstNavigableSetElementRecipe,Refaster template `CollectionRules.RemoveOptionalFirstNavigableSetElement`,Avoid contrived constructions when extracting the first element from a possibly empty `NavigableSet`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.CollectionRulesRecipes$SetStreamRecipe,Refaster template `CollectionRules.SetStream`,Don't unnecessarily call `Stream#distinct()` on an already-unique stream of elements.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes,`ComparatorRules` Refaster recipes,Refaster rules related to expressions dealing with `Comparator`s. [Source](https://error-prone.picnic.tech/refasterrules/ComparatorRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$CollectionsMaxRecipe,Refaster template `ComparatorRules.CollectionsMax`,Prefer `Collections#max(Collection)` over more verbose alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$CollectionsMaxWithComparatorRecipe,Refaster template `ComparatorRules.CollectionsMaxWithComparator`,Avoid unnecessary creation of a `Stream` to determine the maximum of a known collection of values.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$CollectionsMinRecipe,Refaster template `ComparatorRules.CollectionsMin`,Prefer `Collections#min(Collection)` over more verbose alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$CollectionsMinWithComparatorRecipe,Refaster template `ComparatorRules.CollectionsMinWithComparator`,Avoid unnecessary creation of a `Stream` to determine the minimum of a known collection of values.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$CollectionsSortRecipe,Refaster template `ComparatorRules.CollectionsSort`,Prefer `Collections#sort(List)` over more verbose alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ComparatorsMaxRecipe,Refaster template `ComparatorRules.ComparatorsMax`,Prefer a method reference to `Comparators#max(Comparable Comparable)` over calling `BinaryOperator#minBy(Comparator)` with `Comparator#naturalOrder()`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ComparatorsMinRecipe,Refaster template `ComparatorRules.ComparatorsMin`,Prefer a method reference to `Comparators#min(Comparable Comparable)` over calling `BinaryOperator#minBy(Comparator)` with `Comparator#naturalOrder()`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$CompareToRecipe,Refaster template `ComparatorRules.CompareTo`,Prefer `Comparable#compareTo(Object)`} over more verbose alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
